3alami,5
ostouri,5 
fort,5
3ssal,5
mezien,4
ihabbel,5
7low,4
raw3a,5
ftou9,5
chah,5
طيارة,5
عالمي,5
أسطوري,5
عسل,5
مزيان,4
يهبل,5 
اشاه,5
حلو,4
روعة,5
فتووق,5 
ta7foun,4
ifatta9,5
mahleh,4
l7out3lik,4
5w5mis,4
moch3adi,4
تحفون,4
مزيان,4
الحوت,4
يفتّق,5
محلاه,4
yanja7,3
chbeb,3
ينجح,3
شباب,3
behi,2
moutwassét,1
cv,1 
yasla7,2
باهي,2
متوسّط,1
تصلح,2
3adi,1
عادي,1
khayeb,-2
ma3jebnich,-2
tadhyi3wa9t,-3
3al7it,-4
tefah,-4
majéchay,-4
masset,-4
lasset,-4
i3ayef,-5
mo9ref,-5
moght,-5
mogleg,-5
mahzla,-5
اعيّف,-5
مقرف,-5
مغط,-5
مقلق,-5
مهزلة,-5
علالحيط,-4
تافه,-4
ماجاشي,-4
خايببرشا,-3
خايب,-2
معجبنيش,-2
موشباهي,-1
اله,5
نحب,5
bravo,5
مخنوق,-4
يحبوك,4
غمة,-4
top,5
مبروك,3
تحية,2
ahla,4
احلى,3
يارب,3
خير,2
alah,
bon,1
love,5
محلاك,5
nchalah,1
سايس,2
belle,3
كبير,3
inchalah,2
mahlek,4
best,5
نحبك,4
بالخير,3
النحلة,4
المستقبل,1
mabrouk,2
يحفظك,2
بزاف,3
merci,2
القوة,3
لحيوط,-1
تحياتي,3
الجديد,1
سراقة,-4
الجنة,3
بري,-2
احسن,3
شواطن,-3
بالتوفيق,4
انشاء,3
خيرا,4
جمهور,2
الخير,3
الرجلاة,1
رهوط,-5
مربط,-3
كحل,1
ضبع,-5
المتحيل,-4
معلم,5
بموت,4
مبيلى,-2
المناضر,-3
صحرء,-1
برافو,4
يرحم,2
واصل,4
مرحبا,1
يرحمهم,2
يحب,1 
صحيح,1
continuation,1
شكرا,1
يوفقك,3
courage,3
ملك,3
يبارك,3
bien,2
hobi,3
قلب,2
السلام,1
قوة,3
أحسن,3
نجاح,3
asal,5
saha,1
جديد,1
راجل,3
النجاح,3
فنان,5
jdid,3
zinek,5
يرحمو,2
waw,5
نحبوك,5
أمين,1
chance,2
نتمنى,0 
الكأس,1
أحلى,4
kif,4
تحيا,3
فسيح,2
نور,3
حمودة,2
يمّا,1
machalah,5
آمين,3
رجال,4
منورة,4
roi,3
magnifique,4
جدا,1
جميل,4
grand,3
حيت,1
انشاله,2
nheb,2
brabi,-1
كتير,2
titnahad,-1
هدف,2
مبنك,4
nbous,2
عذاب,-3
جناتك,1
شهداء,2
يحبّو,2
bro,1
bisou,3
سلام,1
عربي,1
تحيه,1
الموت,-3
ارحم,1
نشاله,2
الوطن,1
تستاهل,-5
الغربة,-1
jaw,5
ومحلا,4
khouya,2
بلطوش,2
زايد,-3
الوطني,3
nika,-1
ماشاءاله,5
افضل,4
zink,4
الحمد,2
nour,2
يموت,-2
الصحة,2
بربي,-1
خسارة,-3
روح,2
respect,3
ياحبي,3
القطوسة,3
غمّة,-4
الهـم,-3
القلب,1
الحياة,2
big,3
taime,3
bari,-2
لالا,-1
الشقيق,1
king,5
monde,1
الجيش,1
malm,2
tchikh,3
nchala,3
رائع,5
الفنان,4
الحب,3
خماج,-5
الفردوس,3
zin,3
زينك,3
sahbi,2
تبارك,2
viva,2
جميلة,4
فان,3
سيدنا,3
التوفيق,3
القبر,-2
akwa,4
الورد,2
بخير,2
فاضية,-3
bravau,4
فخر,5
jaime,4
شوية,-1
الاول,4
موفق,4
nice,4
الغالية,4
رائعة,5
sucès,4
مربوحة,4
مشاء,4
البشر,-1
ماشاء,4
جمعية,2
habibti,4
ghali,3
great,5
الفل,2
استمر,3
mnawer,5
félicitations,4
شرف,3
قدر,3
لايك,1
bad,-3
يزي,-1
meileur,4
luck,4
super,4
jadore,4
غما,-4
حلوة,4
mahlak,4
hlouwa,4
bizaf,2
contre,-2
rajel,4
fkhathik,-2
❤️❤️,4
رابحين,4
عادل,1
طيب,1
loula,4
صحة,3
vive,4
خاسرين,-3
boss,5
يعجبني,4
الجمال,3
sidrik,-2
احلا,3
زين,4
الاولى,4
mra,4
aime,3
حبي,3
فضايح,-4
فروخ,-5
وتقدير,3
hbel,4
mryoul,1
انصرهم,2
wahda,-1
زعيم,3
bazoula,-2
اقوى,3
beautiful,4
hasra,-1
والنجاح,4 
طلع,2
خادم,2
grande,3
akther,2
yayay,3
fan,3
ربحت,3
like,3
نتمنو,2
الكبير,3
ayay,3
ykhalik,3
yarhmou,3
beau,3
يلعن,-4
جديدة,3
القلوب,3
نعمة,3
milions,3
جام,3
شابة,1
كرهونا,-4
dancer,2
أنعمت,2
ﻧﺸﻜﻴﻠﻚ,-2
🇹🇳❤️🇹🇳❤️🇹🇳,4
الشغب,-2
وبركاته,3
فضيحة,-4
wish,1
🇹🇳🔥🇹🇳,2
المرحوم,-3
الفقر,-4
mhlk,3
mahrouma,-4
meziana,4
الابرار,2
يالطيف,-4
الزين,4
حداد,-3
🇹🇳🇹🇳🇹🇳🇹🇳🇹🇳,2
بحبك,4
mérite,3
سيب,-2
ملاعبية,5
حمراء,1
hors,-1
المجرمين,-5
منوره,4
فاشل,-4
sormha,-5
سعيد,4
🇹🇳💪🏼🇹🇳💪🏼🇹🇳,5
nountha,-4
nhebek,5
حرام,-5
وطني,2
الحاكم,-1
manfoukh,-2
bsaraha,-1
خمسة,1
يقصو,-1
chfayfou,-2
petit,-2
hayja,-1
ناجح,4
خطاياه,-3
الظالمين,-3
wow,5
artiste,5
زوالي,-1
مسكين,-4
محلك,4
ضيق,-3
يخليك,3
زينة,2
عقلية,3
تستحق,3
yes,2
عادية,1
hlou,4
mahla,3
عالي,3
عزيز,3
hala,4
ورد,3
btawfik,4
chahya,2
mout,-3
enour,3
hliwa,3
عيب,-4
continuazione,4
ywafkik,4
dawla,4
wléhba,4
habibi,4
jolie,4
إنشاء,3
mnawra,4
يطيح,-2
نورك,4
bzazlha,-4
لاباس,1
termtha,-3
premier,3
star,3
محلاهم,4
الرجال,4
leader,5
الزواولة,-3
عروسة,5
lkhir,4
العسل,5
صحيحة,1
الزبل,-3
سارق,-4
يحبّوك,5
mwafka,4
hafla,4
انحبوك,4
غول,-4
وردة,4
واحلى,4
نشكر,4
قوي,5
ﻳﺤﺒـﻮ,4
المشاكل,-3
princese,5
asoula,5
azizti,4
الكارثة,-5
الحبيبة,3
يحفضك,3
تفوه,-5
ماسط,-5
انشاءاله,3
مبارك,4
مشاكل,-3
kalb,-5
يسرقلك,-4
المناظر,-4
njah,3
دموعي,-3
victoire,5
esaha,2
nhbk,4
الافضل,5
اجمل,3
بلبزوها,-2
لمعلم,5
أخلاق,2
zah,-1
lol,1
عار,-4
مضوي,5
مزيان,4
عسولة,5
تعجبني,4
قمة,3
عيفونا,-4
يطيرو,4
beaucoup,2
ywafkek,3
السراق,-3
déçu,-4
marhaba,3
nchalh,3
ﺃﻓﻀﻞ,4
الخراب,-5
nhebouk,5
موهر,5
cheba,3
mezyana,5
غريب,-2
enchalah,3
نوار,3
مسكينة,-2
mal,-2
غالي,3
حسرة,-1
صالح,1
الغمة,-2
tahfouna,3
باهية,3
البركة,3
asla,5
برجولية,2
bogos,5
سرق,-3
فالمستوى,3
teajebni,4
mahlekom,4
nul,-5
وتحياتي,3
يخسر,-1
ملاك,2
لاسط,-5
امرا,5
فرحان,4
ainik,2
الغالي,4
نبغيك,4
رحمة,2
مستحقة,3
الفشل,-4
محلا,3
ضعيف,-4
dédicace,4
کره,-4
الشر,-5
اسود,2
talent,4
وموهوب,5
كارثة,-4
ravisante,5
حولة,-4
واو,5
tbarkala,5
فاهم,2
ياسلام,3
حيط,-3
الشقيقة,3
mliha,4
mwaherna,5
inadmisible,-4
كذب,-3
مرشي,-4
تكذب,-4
tahya,4
إنحبك,4
المخاخ,3
راقية,5
ايعيشك,3
الجو,4
فنانة,4
ياروحي,4
القمر,3
الفتنة,-3
نظيفة,3
المعلم,5
حرب,-3
مستقبل,3
tawfik,3
وتوجع,-3
yahmik,3
tfo,-4
كلب,-5
ماركة,-3
فكرة,2
الشواطن,-3
الانحطاط,-5
zine,4
سبان,-3
التألق,4
مسروق,-4
najah,4
مصيبة,-4
اسكت,-1
مفهمتش,-1
السب,-2
mwaher,5
العنف,-3
mahleha,5
محلاه,5
sayes,2
adore,4
الرجالة,4
المحبة,4
عاشق,5
خرية,-4
nhabek,4
بسيف,-2
حليوة,5
امرأة,5
وعظمتها,4
wahdek,4
محب,3
نشجع,2
bhim,-5
lotf,-2
shih,1
meskin,-2
مزيانة,4
ﻣﺨﻨﻮﻕ,-4
متألق,4
ديديكاس,2
bghit,2
المبدع,5
العاهرة,-5
وإعجاب,3
بالنجاح,3
dégage,-4
superbe,5
❤,5
وحبها,4
nsma,2
patron,5
وليدي,1
توب,4
الجميلة,5
نورمال,-1
وبارك,1
الصحراء,-1
الصح,2
comercial,-2
شلايك,-4
ﻏﻤﺔ,-4
asel,4
rouhi,4
master,5
merite,4
ﻟﻔﻮﻕ,4
rajil,5
مضروب,-2
ward,3
يسبو,-2
عجائب,-3
ناري,-3
كرهتك,-4
fier,4
محلاک,4
malim,5
مفيدة,3
حبيبي,3
شاف,5
صعيبة,-2
متكبر,-5
جهنم,-3
الأولى,3
لعزيز,4
triste,-4
كبار,3
الكلب,-3
mawhba,4
جدارة,5
meileure,5
سرقة,-3
همجي,-5
معجب,4
mérites,4
ينجم,3
قدوة,4
cher,3
تسب,-3
bonheur,3
nesma,3
البوليسية,-2
سمعتها,-2
lkhedma,1
والتالق,3
excelente,5
الكبرى,3
ajebni,3
الزنقا,-1
دمرت,-2
ﺍﻟﻨﺤﻠﺔ,2
الغطرسة,-5
عركة,-4
أعدائهم,-2
indiscipliné,3
مباركة,3
ثواب,3
التبرزيط,-4
hwija,1
omniti,-1
ﺑﺮﻱ,-4
سراق,-5
1er,4
سايسولنا,-3
النقص,-3
العالمية,2
العنصرية,-5
يهمني,2
واضحة,1
gold,4
قوتك,3
جاهل,-5
vraie,2
لاسف,-4
nshalah,1
الحفرة,-3
متعة,5
مسخة,-5
الطاهرة,2
ﺍﻟﻈﻠﻢ,-5
khire,2
قمر,5
لأسف,-4
ترضى,-2
مشكل,-3
البطل,4
tnekna,-5
الارهاب,-5
عاطفي,3
محروق,-3
تفرح,3
يوفقو,3
تمتع,3
اسطورة,5
امنور,5
دماء,-3
ﺍﺭﻫﺎﺑﻴﺔ,-5
sayed,-1
frisons,2
mezyena,5
يزينا,-2
نريدك,1
ﻧڨﻠب,-3
nik,-4
يضحك,-2
dharba,3
yhdik,-2
libled,-1
الشهيد,1
مرا,4
أعظم,3
احبك,3
تخاف,-2
mnawar,5
حبيتها,3
سامحني,-1
ilchalah,1
clandestino,3
لقديم,-1
artist,4
والعافيه,3
واحساسك,3
الأسد,4
نوعية,2
نستمتع,4
اغلى,3
العز,4
ضحية,-3
مشهور,2
اسفى,-2
fans,3
plait,3
وستيلك,3
الجميل,4
marhba,1
المتحايلة,-2
قليل,-1
ywafak,2
طرائف,-2
wahdou,3
barvou,5
ثقة,2
يعجب,2
jeunese,3
عشيرى,1
نحبو,3
الخرا,-4
المشكل,-4
لهوايش,-5
تضحك,-2
عنف,-4
lartiste,5
yasal,5
الضائع,-3
معاق,-5
حسنةً,4
كول,3
طياره,5
wekhmis,5
بتوفيق,4
كوراج,3
عجبني,4
kbir,4
اخطر,-2
وحدو,4
ظلمهم,-3
mhafletha,5
تخريب,-5
طاقة,2
بهيم,-5
لالالالالا,-4
كومرسيال,-3
والتميز,3
وبغيتي,2
kemcha,-1
ستيل,3
اجتهادهم,2
mtarafch,-1
malyoun,2
لبنج,-1
الجهل,-5
إغفر,-2
الفوضى,-4
شايخ,5
صحرا,-4
gentile,4
احباء,4
وحب,4
مريڨل,2
العزيزة,3
زاهين,4
hlowa,4
التعاسة,-5
elakba,2
حنينة,4
sarakhom,-3
لحباب,3
واصدقائك,1
الغاليه,5
فوجهو,-2
بالطيب,1
ﻣﺴﻴﺐ,-1
yahfadkom,3
الشيطان,-3
المتواضع,4
الأبرار,4
nhibo,5
فاضي,-4
نرجو,-1
ﺳﻴﺴﺘﺎﻡ,-1
الفرجة,3
طموحة,3
يهلك,-2
مهبول,-3
يسجدون,4
الفرحة,3
galbi,3
أصل,1
manwr,5
dsl,-3
mcharfa,5
تدمي,-3
ﺣﻮﻣـﺔ,2
يخراو,-4
قطوسة,4
اصدقائي,1
المجرم,-5
يقتل,4
yahya,4
الملك,5
السلبية,-2
puisant,3
الحبس,-4
طاح,-3
بيل,-3
okaed,-1
الحار,-2
kifkif,-1
lmarhoum,-1
بنضافة,4
فرحانين,5
العاقبة,3
صهيوني,-5
ملكة,5
يستر,-1
yarham,1
yarhmek,2
يشفيك,2
حسبنا,-2
وحداني,-2
يسهل,1
مبادرة,2
وضاقت,-1
تنفعك,2
ضحكة,-2
يصدمك,-3
بالمظاهر,-1
جمالها,4
majhoudk,3
مالابسش,-3
loveu,5
adorent,5
فلوب,-5
فقر,-5
ويحيا,3
أسف,-2
والأحزان,-2
الحرب,-2
عرس,3
chniya,-1
تعيش,3
ضربها,-2
نتظر,-2
يهنيهم,4
يامعلم,5
kleb,-5
راسه,-1
سمحوني,-1
formidable,5
افشل,-5
espérant,-1
testahel,-3
يصونك,3
ناقصين,-2
وبتوفيق,3
الرجولي,5
معاكم,1
أستاذ,5
gahbaya,-2
حسيبهم,-3
marehbe,1
أسعد,3
leleti,3
لقائد,4
ياعشيري,4
maitre,5
نفرح,3
مخي,-1
mnayka,-4
ونتمنالك,3
العيب,-3
لغالية,3
ywafk,3
bitawfik,3
الهدايا,3
مزورة,2
الاحتجاج,-2
بروفيسور,5
ياسيدي,3
twahachnek,4
mauvais,-4
jabri,-5
الأبطال,5
مستحيل,-2
فدينا,-3
وخميس,5
اصدقاء,2
chic,4
الكلاب,-5
كتضحك,-2
continu,2
الزح,-4
mnawrin,5
الموتى,-2
fanan,5
المجد,4
غالطة,-30
كلاش,-4
ويسعدني,4
ومربط,-5
منورنا,5
tayiha,2
makhir,2
القحاب,-5
فالارض,-2
ضعف,-3
cute,5
مقملة,-5
ميت,-3
deserve,4
ماسطة,-5
إنجاز,4
زينک,4
emalem,5
عشيرتي,2
لعيد,1
محسوب,-3
دوزة,1
الخونة,-3
قاحل,-3
امل,3
خايبة,-4
بشرى,4
مجرمة,-4
واخيرا,1
تفاهة,-5
ﻣﺮﺑﻮﻁ,-3
makhyeb,-5
faute,-1
والغريب,-3
عري,-4
ndhif,4
يستطيع,2
الحاوين,-4
اسوء,-4
مكافأة,3
ومتفوق,5
ﻧﻘﻠﺐ,-3
متبقاش,-2
مشات,-2
mizyana,5
رايضين,-2
ذهب,3
الابداع,4
الاستعمار,-4
kouwa,5
tfouh,-5
خربت,-3
ولوحو,-3
أتعس,-4
توحشتك,4
ﻣﻮﺕ,-4
غريبة,-4
ماتعمرش,-3
farhana,4
راض,1
ظلمتها,-3
اشباه,-3
mhlak,5
rkhis,-5
فرج,2
يستحقون,3
اتهبل,5
nhebou,5
توجع,-3
khabir,1
الصداع,-2
صحا,3
محدودة,-3
نار,2
force,3
ينصر,3
chakik,-1
أجمل,4
salutation,3
khamsa,5
زينه,3
سكران,-4
عجبتني,4
zwina,4
yey,4
دعاء,3
ارتيست,5
luxe,5
الباهية,4
tbarkalah,5
مزبلة,-5
جمالك,4
المصيبة,-5
mnawerna,5
fort,5
zebi,-3
moche,-5
لمفرخ,-4
ارجنال,5
ﻣﺨﻨـﻮﻕ,-4
خبرة,4
مايديرهاش,-2
ماينفعش,-3
الواجب,1
مستفايلة,1
يستاهل,-5
meileurs,4
touchante,4
مخيب,-3
دمر,-3
معجبة,3
امبراطور,5
arousa,5
مزينك,5
chmeta,-1
الخضراء,1
الدمار,-5
zahi,3
ورخص,-3
يتقرمش,5
ﺗﻬﺪﻳﺪﺍﺕ,-1
ومثقف,3
قصيرة,-2
testehel,-5
هارد,-1
ذنوبك,-3
سرّاقة,-5
yedou,-1
مصدقية,2
تقتل,4
فادحة,-3
بطل,4
الزايد,-2
باردة,-1
الروعة,5
والياسمين,3
zéro,-2
العصبه,-4
هالبلاد,-3
khit,-5
يتوب,1
excelent,5
صدرك,-3
وعصبة,-4
nejeh,4
najeh,4
wishes,3
الحرام,-3
الرهوت,-4
nakilha,-4
سرقهم,-3
تستحي,-3
البرويطة,-3
الرجولية,3
tayah,-1
thanks,2
النخبة,3
omha,-2
korza,3
nhebk,4
chokran,4
الآلام,-3
وداع,-2
klet,-1
nhebak,4
تضربو,-1
maskh,-5
كتلوحو,-3
العروسة,5
حسن,3
وذني,-2
براءة,1
ماضيك,-1
mrc,2
تفسدنا,-3
سيء,-4
ملوك,4
بكاء,-3
koheb,-4
khadem,
ينتقم,-2
موحلة,2
مخنوڨ,-4
نيك,-4
امحلا,4
الفاسدة,-5
تهميش,-2
وقوة,3
حلاتك,4
يهلكهم,-3
chmata,-1
الحمراء,1
simple,1
الفوڨ,1
تفيدهم,2
قديم,-3
mnawir,5
كبيره,3
yhanihom,4
وحيد,-1
المورال,1
نبغيكم,4
تعجبت,3
اهم,1
يسترك,2
fiere,3
خيرلك,-1
أحبك,4
thabel,5
plaisir,4
بالحب,3
yostorna,-1
الترمة,-3
faux,-1
لحاس,-5
متخلف,-5
الاصل,1
style,3
يفرحو,3
تخسر,3
والتكسير,-1
النظرة,1
اوف,-3
صعبة,-2
أصبعه,-1
متفوقون,4
ممتاز,5
الضحايا,-1
فرحانة,3
bezaf,1
دايخ,-1
njeh,3
imout,-1
❤️❤️❤️❤️❤️,5
خسائر,-1
تذل,-2
تحرق,-2
ﺍﻟﻠﻪ,4
amir,2
تهز,-2
الذنوب,-2
mhlek,5
الكازي,-3
يحشمو,-2
كروشهم,-1
fantastique,5
جيعان,-5
الباسل,-4
baby,2
الفرخ,-3
متواضع,3
محقور,-4
تكبر,-3
emin,1
التقدير,3
toktel,5
lhob,3
ynjhk,3
اغبي,-4
zeb,-3
tzabli,-5
yeddou,-3
وفياسة,-3
باشا,2
صحه,2
الاحساسه,2
بلكوش,-3
ﺩﻟﻮﻟﺔ,2
بيهودي,-2
العبث,-3
والمخربين,-4
zbubna,-3
عزوز,-3
exceptionel,5
فجرت,-2
المجرمة,-4
luck,3
ياعسل,5
واواو,2
الاستعمارية,-4
دايخين,-4
رهوت,-5
ساطور,-2
تدمي,-3
brvo,5
talentueux,4
متستاهلوش,-3
bzezel,-3
phobia,-1
المرض,-5
خايف,-1
عديم,-2
شرفتي,5
شاذ,-5
nabara,-3
يهود,-5
hbibna,2
pretty,5
والعنبر,2
awsakh,-4
wlyesmine,2
العبقري,5
itbaki,4
شوهت,-3
خيرو,2
واتعس,-2
serieuse,3
fdouna,-3
مناظر,-5
mnawarna,5
meskina,-4
ezouhour,3
يباركلك,3
chanse,3
lghali,4
chaleureuse,5
هفوات,-2
lemalem,5
تلمّ,-4
aysho,3
احل,3
حوشنا,3
matnaberch,-2
estatirii,-3
écrase,-2
imoutou,-3
البذي,-3
محاسبتهم,-2
sidhom,5
momtez,5
khibra,4
تبرد,3
الضحية,-1
wahdik,4
الطيب,3
مكلف,-2
عصب,-4
nikomk,-4
يبلبزها,-2
وبزينك,4
التخلف,-5
sahitk,4
capo,4
يخلع,-2
lachkel,-4
عافسين,-3
itaremha,-4
شبر,-1
عمله,-1
تفاؤل,3
ltirmtou,-4
تافهة,-5
كاراكوز,-5
defaites,-2
catastrophique,-5
مركبة,-4
يقز,-4
tfourihk,-4
bidha,1
فحلة,3
القتل,-4
